Nr;ID;Name;Age;Nationality;Club;Club Logo;Value;Wage;Preferred Foot;Position;Height;Weight
187;200888;Danilo Pereira;26;Portugal;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;€27M;€21K;Right;CDM;6'2;183lbs
188;200724;Nacho Fernández;28;Spain;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;€24.5M;€180K;Right;CB;5'11;168lbs
189;200316;T. Horn;25;Germany;1. FC Köln;https://cdn.sofifa.org/teams/2/light/31.png;€24M;€25K;Left;GK;6'4;198lbs
190;199914;Allan;27;Brazil;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;€26.5M;€87K;Right;RCM;5'9;163lbs
191;199845;F. Acerbi;30;Italy;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;€19M;€64K;Left;CB;6'4;194lbs
192;199564;Sergi Roberto;26;Spain;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€26.5M;€170K;Right;RB;5'10;150lbs
193;198329;Rodrigo;27;Spain;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€30.5M;€57K;Left;ST;6'0;170lbs
194;197965;Pizzi;28;Portugal;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;€25.5M;€22K;Right;LCM;5'10;159lbs
195;195365;K. Kampl;27;Slovenia;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;€26.5M;€74K;Right;LCM;5'10;148lbs
196;194404;Neto;28;Brazil;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€21M;€41K;Right;GK;6'3;185lbs
197;193698;O. Baumann;28;Germany;TSG 1899 Hoffenheim;https://cdn.sofifa.org/teams/2/light/10029.png;€21M;€42K;Right;GK;6'2;181lbs
198;193474;I. Gueye;28;Senegal;Everton;https://cdn.sofifa.org/teams/2/light/7.png;€21M;€125K;Right;RDM;5'9;146lbs
199;192883;H. Mkhitaryan;29;Armenia;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€25.5M;€145K;Right;RM;5'10;165lbs
200;192638;Marcos Alonso;27;Spain;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€24M;€130K;Left;LB;6'2;192lbs
201;192593;D. Subašić;33;Croatia;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;€13M;€70K;Right;GK;6'3;185lbs
202;190547;K. Glik;30;Poland;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;€19M;€86K;Right;RCB;6'3;176lbs
203;189712;K. Strootman;28;Netherlands;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;€21M;€66K;Left;CDM;6'1;176lbs
204;189068;B. Dost;29;Netherlands;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;€26M;€26K;Right;ST;6'5;196lbs
205;188152;Oscar;26;Brazil;Shanghai SIPG FC;https://cdn.sofifa.org/teams/2/light/112540.png;€30.5M;€29K;Right;LCM;5'10;146lbs
206;186627;M. Balotelli;27;Italy;OGC Nice;https://cdn.sofifa.org/teams/2/light/72.png;€27.5M;€55K;Right;LS;6'2;194lbs
207;185221;Luiz Gustavo;30;Brazil;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;€19M;€63K;Left;LCB;6'2;172lbs
208;184942;Giuliano;28;Brazil;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;€26M;€64K;Right;CAM;5'8;150lbs
209;179944;David Luiz;31;Brazil;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€17.5M;€130K;Right;LCB;6'2;190lbs
210;179783;R. Fährmann;29;Germany;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;€20M;€38K;Right;GK;6'6;216lbs
211;178088;Juan Mata;30;Spain;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;€24.5M;€160K;Left;RM;5'7;139lbs
212;178086;Adán;31;Spain;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€15.5M;€55K;Left;GK;6'3;203lbs
213;178005;Rui Patrício;30;Portugal;Wolverhampton Wanderers;https://cdn.sofifa.org/teams/2/light/110.png;€16.5M;€74K;Left;GK;6'3;185lbs
214;177683;Y. Sommer;29;Switzerland;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;€20M;€35K;Right;GK;6'0;174lbs
215;177610;Javi Martínez;29;Spain;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;€20M;€94K;Right;CDM;6'4;190lbs
216;177457;L. Bender;29;Germany;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;€20M;€82K;Right;RB;6'1;179lbs
217;176266;Lucas Leiva;31;Brazil;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;€17.5M;€64K;Right;LDM;5'10;172lbs
218;163705;S. Mandanda;33;France;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;€13M;€51K;Right;GK;6'1;181lbs
219;162895;Cesc Fàbregas;31;Spain;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€22M;€140K;Right;CM;5'10;170lbs
220;162240;M. Dembélé;30;Belgium;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;€24M;€120K;Left;CM;6'1;181lbs
221;156616;F. Ribéry;35;France;FC Bayern München;https://cdn.sofifa.org/teams/2/light/21.png;€11.5M;€72K;Right;LM;5'7;159lbs
222;104389;R. Jarstein;33;Norway;Hertha BSC;https://cdn.sofifa.org/teams/2/light/166.png;€13M;€33K;Right;GK;6'3;181lbs
223;53302;D. De Rossi;34;Italy;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€8M;€80K;Right;RDM;6'0;183lbs
224;24630;Pepe Reina;35;Spain;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€6M;€56K;Right;GK;6'2;203lbs
225;236583;J. Pavlenka;26;Czech Republic;SV Werder Bremen;https://cdn.sofifa.org/teams/2/light/38.png;€19.5M;€30K;Right;GK;6'5;179lbs
226;235243;M. de Ligt;18;Netherlands;Ajax;https://cdn.sofifa.org/teams/2/light/245.png;€27M;€11K;Right;RCB;6'2;196lbs
227;231866;Rodri;22;Spain;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€29M;€59K;Right;CM;6'3;181lbs
228;230658;Arthur;21;Brazil;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€32.5M;€125K;Right;LCM;5'7;161lbs
229;230621;G. Donnarumma;19;Italy;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€29M;€23K;Right;GK;6'5;198lbs
230;230258;Rosberto Dourado;30;Brazil;Atlético Mineiro;https://cdn.sofifa.org/teams/2/light/1035.png;€16.5M;€46K;Right;RCM;5'9;154lbs
231;230225;Juiano Mestres;34;Brazil;Cruzeiro;https://cdn.sofifa.org/teams/2/light/568.png;€6.5M;€39K;Right;RCB;5'11;181lbs
232;230168;Raphaelito Anjos;30;Brazil;Grêmio;https://cdn.sofifa.org/teams/2/light/1629.png;€14M;€32K;Right;GK;6'3;187lbs
233;227055;Gelson Martins;23;Portugal;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€29.5M;€59K;Right;RM;5'8;159lbs
234;224411;Gonçalo Guedes;21;Portugal;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€29M;€36K;Right;LM;5'10;150lbs
235;223959;L. Torreira;22;Uruguay;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€25M;€98K;Right;LCM;5'6;141lbs
236;222737;Malcom;21;Brazil;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€31.5M;€140K;Left;RW;5'8;163lbs
237;221087;Pau López;23;Spain;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;€21.5M;€21K;Left;GK;6'2;170lbs
238;220814;L. Hernández;22;France;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€25.5M;€53K;Left;LB;6'0;168lbs
239;220440;C. Lenglet;23;France;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€26M;€135K;Left;LCB;6'1;179lbs
240;216354;A. Kramarić;27;Croatia;TSG 1899 Hoffenheim;https://cdn.sofifa.org/teams/2/light/10029.png;€26M;€54K;Right;LCM;5'10;161lbs
241;216267;A. Robertson;24;Scotland;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;€24.5M;€98K;Left;LB;5'10;141lbs
242;216194;Dani García;28;Spain;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;€20M;€33K;Right;RCM;5'11;176lbs
243;212404;F. Bernardeschi;24;Italy;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;€29.5M;€110K;Left;RM;6'1;170lbs
244;212194;J. Brandt;22;Germany;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;€30.5M;€68K;Right;LM;6'1;185lbs
245;211320;D. Rugani;23;Italy;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;€24.5M;€95K;Right;CB;6'3;185lbs
246;210617;Samu Castillejo;23;Spain;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€29M;€94K;Left;RM;6'0;148lbs
247;210514;João Cancelo;24;Portugal;Juventus;https://cdn.sofifa.org/teams/2/light/45.png;€25.5M;€95K;Right;RB;6'0;163lbs
248;210413;A. Romagnoli;23;Italy;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€26.5M;€84K;Left;LCB;6'2;172lbs
249;209989;T. Partey;25;Ghana;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€25.5M;€59K;Right;CDM;6'1;170lbs
250;209297;Fred;25;Brazil;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;€26.5M;€140K;Left;CM;5'7;141lbs
251;208830;J. Vardy;31;England;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;€20M;€96K;Right;ST;5'10;163lbs
252;208596;A. Belotti;24;Italy;Torino;https://cdn.sofifa.org/teams/2/light/54.png;€30M;€58K;Right;LS;5'11;159lbs
253;208448;E. Forsberg;26;Sweden;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;€26M;€67K;Right;LM;5'10;163lbs
254;207494;J. Lingard;25;England;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;€26.5M;€140K;Right;CAM;5'9;137lbs
255;207471;F. Vázquez;29;Argentina;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;€21.5M;€27K;Left;LCM;6'1;181lbs
256;205678;E. Višća;28;Bosnia Herzegovina;Medipol Başakşehir FK;https://cdn.sofifa.org/teams/2/light/101014.png;€22.5M;€40K;Right;RM;5'8;139lbs
257;205452;A. Rüdiger;25;Germany;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€22.5M;€110K;Right;CB;6'3;187lbs
258;203551;A. Florenzi;27;Italy;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€20.5M;€73K;Right;RB;5'8;148lbs
259;203263;H. Maguire;25;England;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;€23.5M;€77K;Right;LCB;6'4;220lbs
260;202371;T. Meunier;26;Belgium;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;€21M;€87K;Right;RM;6'3;198lbs
261;201956;S. Sané;27;Senegal;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;€18.5M;€41K;Right;CB;6'5;187lbs
262;201455;G. Kondogbia;25;Central African Rep.;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€27.5M;€46K;Left;CM;6'2;176lbs
263;201400;Rafinha;25;Brazil;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€29.5M;€165K;Left;CAM;5'9;157lbs
264;201305;Gabriel Paulista;27;Brazil;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€21M;€44K;Right;LCB;6'2;174lbs
265;201153;Morata;25;Spain;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€28.5M;€135K;Right;ST;6'2;187lbs
266;199987;J. Cillessen;29;Netherlands;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€18M;€135K;Right;GK;6'1;183lbs
267;199451;W. Ben Yedder;27;France;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;€23.5M;€28K;Right;RS;5'7;150lbs
268;198951;C. Bakambu;27;DR Congo;Beijing Sinobo Guoan FC;https://cdn.sofifa.org/teams/2/light/111768.png;€26M;€33K;Right;ST;6'0;161lbs
269;198950;Pablo Sarabia;26;Spain;Sevilla FC;https://cdn.sofifa.org/teams/2/light/481.png;€26M;€26K;Left;RCM;5'9;154lbs
270;198717;W. Zaha;25;Ivory Coast;Crystal Palace;https://cdn.sofifa.org/teams/2/light/1799.png;€28.5M;€78K;Right;LS;5'11;146lbs
271;198706;Luis Alberto;25;Spain;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;€28.5M;€67K;Right;CF;6'0;163lbs
272;198164;Jonathan Viera;28;Spain;Beijing Sinobo Guoan FC;https://cdn.sofifa.org/teams/2/light/111768.png;€22.5M;€31K;Right;LF;5'7;141lbs
273;198141;Bartra;27;Spain;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;€21M;€32K;Right;CB;6'0;161lbs
274;197655;S. Coates;27;Uruguay;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;€21M;€19K;Right;RCB;6'5;203lbs
275;195093;Willian José;26;Brazil;Real Sociedad;https://cdn.sofifa.org/teams/2/light/457.png;€26.5M;€44K;Right;ST;6'2;205lbs
276;193525;Mário Fernandes;27;Russia;PFC CSKA Moscow;https://cdn.sofifa.org/teams/2/light/315.png;€18.5M;€1K;Right;RB;6'2;176lbs
277;193469;Víctor Ruiz;29;Spain;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;€19.5M;€43K;Left;LCB;6'1;172lbs
278;193283;T. Delaney;26;Denmark;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;€21.5M;€61K;Left;LCM;6'0;174lbs
279;192984;K. Casteels;26;Belgium;VfL Wolfsburg;https://cdn.sofifa.org/teams/2/light/175.png;€19.5M;€46K;Left;GK;6'6;190lbs
280;192318;M. Götze;26;Germany;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;€27M;€67K;Right;CM;5'9;165lbs
281;192227;S. Mustafi;26;Germany;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€22.5M;€115K;Right;RCB;6'0;181lbs
282;191180;J. Pastore;29;Argentina;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€21.5M;€84K;Right;CAM;6'2;172lbs
283;189505;Pedro;30;Spain;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€21M;€140K;Right;RW;5'7;143lbs
284;189125;G. Bonaventura;28;Italy;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€22M;€115K;Right;CM;5'11;165lbs
285;189117;R. Bürki;27;Switzerland;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;€18.5M;€50K;Right;GK;6'2;187lbs
286;188803;Taison;30;Brazil;Shakhtar Donetsk;https://cdn.sofifa.org/teams/2/light/101059.png;€21M;€1K;Right;LM;5'8;141lbs
287;187936;S. Nzonzi;29;France;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€17M;€77K;Right;CDM;6'5;165lbs
288;187754;Marlos;30;Ukraine;Shakhtar Donetsk;https://cdn.sofifa.org/teams/2/light/101059.png;€21M;€1K;Left;RM;5'9;152lbs
289;186561;A. Ramsey;27;Wales;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€25M;€130K;Right;CAM;6'0;168lbs
290;186345;K. Trippier;27;England;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;€18.5M;€99K;Right;RB;5'10;159lbs
291;185103;A. Kolarov;32;Serbia;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€12.5M;€73K;Left;LB;6'2;183lbs
292;184484;G. Sigurðsson;28;Iceland;Everton;https://cdn.sofifa.org/teams/2/light/7.png;€22.5M;€125K;Right;CAM;6'1;181lbs
293;184431;S. Giovinco;31;Italy;Toronto FC;https://cdn.sofifa.org/teams/2/light/111651.png;€20M;€15K;Right;CF;5'4;134lbs
294;184200;M. Arnautović;29;Austria;West Ham United;https://cdn.sofifa.org/teams/2/light/19.png;€22M;€120K;Right;LS;6'4;183lbs
295;184144;N. Gaitán;30;Argentina;Dalian YiFang FC;https://cdn.sofifa.org/teams/2/light/112378.png;€21M;€22K;Left;CAM;5'8;146lbs
296;183711;J. Henderson;28;England;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;€18M;€125K;Right;RCM;6'0;176lbs
297;183574;M. Kruse;30;Germany;SV Werder Bremen;https://cdn.sofifa.org/teams/2/light/38.png;€21.5M;€45K;Left;ST;5'11;168lbs
298;183498;M. Parolo;33;Italy;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;€9M;€59K;Right;RDM;6'0;165lbs
299;183376;L. Fejsa;29;Serbia;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;€17M;€18K;Right;CDM;6'0;176lbs
300;183280;A. Rami;32;France;Olympique de Marseille;https://cdn.sofifa.org/teams/2/light/219.png;€12.5M;€57K;Right;RCB;6'3;198lbs
301;181786;V. Ćorluka;32;Croatia;Lokomotiv Moscow;https://cdn.sofifa.org/teams/2/light/100765.png;€12.5M;€1K;Right;LCB;6'4;185lbs
302;181291;G. Wijnaldum;27;Netherlands;Liverpool;https://cdn.sofifa.org/teams/2/light/9.png;€23M;€130K;Right;CAM;5'9;152lbs
303;179847;F. Fazio;31;Argentina;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€15M;€73K;Right;LCB;6'5;187lbs
304;178509;O. Giroud;31;France;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€20M;€140K;Left;ST;6'4;203lbs
305;173521;Marcano;31;Spain;Roma;https://cdn.sofifa.org/teams/2/light/52.png;€15M;€73K;Left;CB;6'2;170lbs
306;171897;A. Guardado;31;Mexico;Real Betis;https://cdn.sofifa.org/teams/2/light/449.png;€19M;€35K;Left;CM;5'7;148lbs
307;170481;E. Garay;31;Argentina;Valencia CF;https://cdn.sofifa.org/teams/2/light/461.png;€15M;€44K;Right;RCB;6'2;198lbs
308;168530;Jardel;32;Brazil;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;€12.5M;€17K;Right;LCB;6'4;192lbs
309;168435;S. Sirigu;31;Italy;Torino;https://cdn.sofifa.org/teams/2/light/54.png;€13.5M;€45K;Right;GK;6'4;176lbs
310;168354;E. Viviano;32;Italy;Sporting CP;https://cdn.sofifa.org/teams/2/light/237.png;€12.5M;€15K;Left;GK;6'5;198lbs
311;165229;L. Koscielny;32;France;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€12.5M;€115K;Right;CB;6'1;165lbs
312;163489;A. Consigli;31;Italy;Sassuolo;https://cdn.sofifa.org/teams/2/light/111974.png;€13.5M;€52K;Right;GK;6'2;181lbs
313;158963;L. Biglia;32;Argentina;Milan;https://cdn.sofifa.org/teams/2/light/47.png;€12.5M;€98K;Right;CDM;5'10;139lbs
314;146530;Dani Alves;35;Brazil;Paris Saint-Germain;https://cdn.sofifa.org/teams/2/light/73.png;€4.8M;€62K;Right;RB;5'8;150lbs
315;113422;David Villa;36;Spain;New York City FC;https://cdn.sofifa.org/teams/2/light/112828.png;€8M;€12K;Right;ST;5'9;152lbs
316;106231;Aduriz;37;Spain;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;€8M;€29K;Right;ST;6'0;172lbs
317;48940;P. Čech;36;Czech Republic;Arsenal;https://cdn.sofifa.org/teams/2/light/1.png;€3M;€60K;Left;GK;6'5;198lbs
318;5479;Casillas;37;Spain;FC Porto;https://cdn.sofifa.org/teams/2/light/236.png;€1.5M;€10K;Left;GK;6'1;185lbs
319;231677;M. Rashford;20;England;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;€27M;€110K;Right;LW;6'1;154lbs
320;230271;Laure Santeiro;30;Brazil;Fluminense;https://cdn.sofifa.org/teams/2/light/567.png;€17M;€40K;Left;CAM;5'7;139lbs
321;229906;L. Bailey;20;Jamaica;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;€26.5M;€54K;Left;LM;5'10;174lbs
322;229237;M. Akanji;22;Switzerland;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;€21M;€49K;Right;LCB;6'2;187lbs
323;228702;F. de Jong;21;Netherlands;Ajax;https://cdn.sofifa.org/teams/2/light/245.png;€26M;€19K;Right;LDM;5'11;154lbs
324;227928;Nélson Semedo;24;Portugal;FC Barcelona;https://cdn.sofifa.org/teams/2/light/241.png;€20M;€125K;Right;RB;5'10;148lbs
325;226456;Pablo Fornals;22;Spain;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;€24M;€36K;Right;CAM;5'10;148lbs
326;226271;Fabián;22;Spain;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;€26M;€64K;Left;LM;6'2;154lbs
327;225508;E. Bailly;24;Ivory Coast;Manchester United;https://cdn.sofifa.org/teams/2/light/11.png;€21M;€105K;Right;CB;6'1;170lbs
328;222509;Dani Ceballos;21;Spain;Real Madrid;https://cdn.sofifa.org/teams/2/light/243.png;€25M;€120K;Right;LCM;5'10;154lbs
329;221992;H. Lozano;22;Mexico;PSV;https://cdn.sofifa.org/teams/2/light/247.png;€24M;€22K;Right;LS;5'9;154lbs
330;216475;Morales;30;Spain;Levante UD;https://cdn.sofifa.org/teams/2/light/1853.png;€17M;€33K;Right;LS;5'11;154lbs
331;216451;J. Seri;26;Ivory Coast;Fulham;https://cdn.sofifa.org/teams/2/light/144.png;€20.5M;€73K;Right;LDM;5'7;161lbs
332;216409;M. Politano;24;Italy;Inter;https://cdn.sofifa.org/teams/2/light/44.png;€22.5M;€57K;Left;RM;5'7;148lbs
333;216352;M. Brozović;25;Croatia;Inter;https://cdn.sofifa.org/teams/2/light/44.png;€18.5M;€64K;Right;LDM;5'11;150lbs
334;216201;Williams;24;Spain;Athletic Club de Bilbao;https://cdn.sofifa.org/teams/2/light/448.png;€24.5M;€31K;Right;LW;6'1;174lbs
335;214997;A. Correa;23;Argentina;Atlético Madrid;https://cdn.sofifa.org/teams/2/light/240.png;€24.5M;€54K;Right;RM;5'7;150lbs
336;213661;A. Christensen;22;Denmark;Chelsea;https://cdn.sofifa.org/teams/2/light/5.png;€21.5M;€91K;Right;LCB;6'2;179lbs
337;212814;João Mário;25;Portugal;Inter;https://cdn.sofifa.org/teams/2/light/44.png;€22.5M;€71K;Right;CAM;5'10;161lbs
338;212151;T. Strakosha;23;Albania;Lazio;https://cdn.sofifa.org/teams/2/light/46.png;€17M;€36K;Right;GK;6'4;172lbs
339;210864;E. Hysaj;24;Albania;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;€20M;€58K;Right;RB;6'0;154lbs
340;210406;P. Zieliński;24;Poland;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;€24.5M;€64K;Right;RCM;5'11;165lbs
341;210243;Ricardo Pereira;24;Portugal;Leicester City;https://cdn.sofifa.org/teams/2/light/95.png;€19M;€64K;Right;RB;5'9;154lbs
342;210035;Grimaldo;22;Spain;SL Benfica;https://cdn.sofifa.org/teams/2/light/234.png;€20.5M;€14K;Left;LB;5'7;152lbs
343;209889;R. Guerreiro;24;Portugal;Borussia Dortmund;https://cdn.sofifa.org/teams/2/light/22.png;€24M;€54K;Left;LM;5'7;157lbs
344;208135;A. Doucouré;25;France;Watford;https://cdn.sofifa.org/teams/2/light/1795.png;€19.5M;€60K;Right;RDM;6'0;168lbs
345;207877;J. Martínez;25;Venezuela;Atlanta United;https://cdn.sofifa.org/teams/2/light/112885.png;€22.5M;€14K;Right;LS;5'7;152lbs
346;207664;C. Bacca;31;Colombia;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;€16M;€45K;Right;LS;5'11;170lbs
347;206467;A. Plea;25;France;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;€22M;€40K;Right;LW;5'11;174lbs
348;205923;B. Davies;25;Wales;Tottenham Hotspur;https://cdn.sofifa.org/teams/2/light/18.png;€18.5M;€87K;Left;LB;6'0;168lbs
349;205362;M. Nastasić;25;Serbia;FC Schalke 04;https://cdn.sofifa.org/teams/2/light/34.png;€18.5M;€36K;Left;LCB;6'2;183lbs
350;205175;A. Milik;24;Poland;Napoli;https://cdn.sofifa.org/teams/2/light/48.png;€25.5M;€71K;Left;CF;6'1;172lbs
351;204923;M. Sabitzer;24;Austria;RB Leipzig;https://cdn.sofifa.org/teams/2/light/112172.png;€22.5M;€54K;Right;LM;5'10;170lbs
352;204884;B. Mendy;23;France;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;€20M;€105K;Left;LB;6'1;187lbs
353;204024;C. Kramer;27;Germany;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;€17M;€35K;Right;CDM;6'3;168lbs
354;203890;S. Vrsaljko;26;Croatia;Inter;https://cdn.sofifa.org/teams/2/light/44.png;€18M;€57K;Right;RB;5'11;168lbs
355;203486;T. Hazard;25;Belgium;Borussia Mönchengladbach;https://cdn.sofifa.org/teams/2/light/23.png;€21.5M;€40K;Right;RW;5'9;152lbs
356;202857;K. Bellarabi;28;Germany;Bayer 04 Leverkusen;https://cdn.sofifa.org/teams/2/light/32.png;€18M;€76K;Right;RM;6'0;179lbs
